Report Status,pilot,crew,engine,weather,runway,manufacturer,probable,foreign,factual
"The pilot's failure to maintain airspeed during initial climb, which resulted in the airplane exceeding its critical angle of attack and experiencing an aerodynamic stall. Contributing to the accident was the inability of the flight instructor to take control of the airplane due to the lack of fully operational dual controls in the right-seat pilot position.
",1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airspeed during initial climb.,1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airspeed during landing, which resulted in an aerodynamic stall. Contributing to the accident was the pilot's failure to obtain a preflight weather briefing, and his subsequent flight into icing conditions, which resulted in the accumulation of ice on the airframe.",1,0,0,1,0,0,0,0,0
"The pilot's failure to maintain airspeed during takeoff, resulting in an uncontrolled descent and collision with terrain.",1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airspeed during the approach for landing, which resulted in an aerodynamic stall and the airplane's impact with terrain.",1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airspeed during the initial climb after takeoff, which resulted in an uncontrolled descent and collision with terrain.",1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airspeed during the initial climb after takeoff, which resulted in the airplane exceeding its critical angle of attack and a subsequent aerodynamic stall/spin.",1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airspeed during the initial climb in gusting wind conditions, which resulted in an aerodynamic stall and loss of control. Contributing to the accident was the pilot's lack of recent flight experience.",1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airspeed during the landing flare which resulted in a hard landing.,1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airspeed following a loss of engine power due to carburetor icing while turning from base to final at a low altitude, which resulted in the airplane's wing exceeding its critical angle of attack and a subsequent aerodynamic stall. 
",1,0,1,0,0,0,0,0,0
"The pilot's failure to maintain airspeed following a partial loss of engine power during initial climb, which resulted in an aerodynamic stall. Contributing to the accident was chafed wires in the ignition system.",1,0,1,0,0,0,0,0,0
"The pilot's failure to maintain airspeed following a partial loss of engine power for reasons that could not be determined during postaccident examination, which resulted in the airplane exceeding its critical angle of attack and experiencing an aerodynamic stall. 
",1,0,1,0,0,0,0,0,0
"The pilot's failure to maintain airspeed following an engine anomaly during the initial climb after takeoff, which resulted in the airplane exceeding its critical angle of attack and experiencing an aerodynamic stall. Contributing to the accident was an engine anomaly, the reason for which could not be identified during postaccident examination.",1,0,1,0,0,0,0,0,0
The pilot's failure to maintain airspeed resulting in an inadvertent stall/spin.,1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airspeed which resulted in a loss of aircraft control during a go-around.  Factors associated with the accident were the dark night lighting conditions, moderate to heavy rain, and fatigue.",1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airspeed which resulted in a stall.  Contributing to the accident was the pilot's lack of flight experience in the weight-shift trike.,1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airspeed which resulted in an inadvertent stall.  Contributing to the accident was the loss of engine power for undetermined reasons.,1,0,1,0,0,0,0,0,0
"The pilot's failure to maintain airspeed while attempting to return to the airport after a reported engine problem, which resulted in an aerodynamic stall/spin.",1,0,1,0,0,0,0,0,0
"The pilot's failure to maintain airspeed while banking aggressively in and out of clouds for landing in gusty tailwind conditions, which resulted in an aerodynamic stall and uncontrolled descent.",1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airspeed while landing with a quartering tailwind, which resulted in a loss of control and a hard landing.",1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airspeed while maneuvering after takeoff, which resulted in an aerodynamic stall, loss of aircraft control, and collision with trees.",1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airspeed while maneuvering after takeoff, which resulted in an aerodynamic stall. Contributing to the accident was the pilot's lack of overall recent flight experience and lack of experience in make and model.",1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airspeed while maneuvering at a low altitude, which resulted in an aerodynamic stall.",1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airspeed while maneuvering at low altitude, which resulted in an aerodynamic stall and impact with water.",1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airspeed while maneuvering for approach to land. Contributing to the accident was the pilot's operation of the airplane above the design gross weight.,1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airspeed while maneuvering in gusting wind conditions, which resulted in the airplane exceeding its critical angle of attack and experiencing an aerodynamic stall. 
",1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airspeed while maneuvering in high density altitude conditions over mountainous terrain, which resulted in the airplane exceeding its critical angle of attack and experiencing an aerodynamic stall.",1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airspeed while maneuvering which resulted in an inadvertent stall/spin. Contributing to the accident was the high density altitude.,1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airspeed while maneuvering within a canyon in mountainous terrain, which resulted in an inadvertent stall/spin.",1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airspeed while maneuvering, resulting in an aerodynamic stall and loss of aircraft control.  Contributing to the accident were rising mountainous terrain and a high density altitude.",1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airspeed while maneuvering, which resulted in an inadvertent stall/spin.",1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airspeed while maneuvering, which resulted in exceedance of the airplane's critical angle of attack, an aerodynamic stall, and loss of control at an altitude too low for recovery.",1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airspeed while maneuvering, which resulted in the airplane exceeding its critical angleofattack and experiencing an aerodynamic stall. Contributing to the accident were abnormal engine operation due to improper magneto-to-engine ignition timing and the pilot's failure to have the airplane inspected before the flight as required by the special flight permit.",1,0,1,0,0,0,0,0,0
"The pilot's failure to maintain airspeed while performing an emergency landing, which led to the airplane exceeding its critical angle-of-attack and experiencing a subsequent aerodynamic stall. Contributing to the accident was a partial loss of engine power for reasons that could not be determined during postaccident examinations.",1,0,1,0,0,0,0,0,0
"The pilot's failure to maintain airspeed while turning at low altitude, which resulted in the airplane exceeding its critical angle-of-attack and entering an aerodynamic stall.
",1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airspeed while turning from base leg to final approach, which resulted in an aerodynamic stall and collision with the ground.",1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airspeed while turning from the downwind to the base leg of the traffic pattern, which resulted in a subsequent aerodynamic stall, spin, and impact with terrain. Contributing to the accident were the pilot's lack of currency and proficiency in controlling the airplane and his decisions to forego recurrent training and to land on the nontraditional runway.",1,0,0,0,1,0,0,0,0
"The pilot's failure to maintain airspeed with one engine inoperative, which resulted in a loss of control while on approach. Contributing to the accident were airframe ice accumulation due to conditions conducive to icing and the loss of engine power on one engine for reasons that could not be determined due to the extent of damage to the airplane.",1,0,1,0,0,0,0,0,0
"The pilot's failure to maintain airspeed, resulting in a loss of control, and a collision with terrain.",1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airspeed, resulting in an inadvertent low-altitude aerodynamic stall.",1,0,0,0,0,0,0,0,0
